Order_ID,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Order_Status,Shipping_Method,Promo_Code
O002477,C00514,2024-11-20,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002478,C06090,2025-09-16,Website,Cash on Delivery,Completed,Standard,NONE
O002479,C04245,2024-12-22,Website,Digital Wallet,Completed,Standard,NONE
O002480,C02773,2025-03-26,Website,Card,Completed,Standard,NONE
O002481,C01877,2024-08-06,Website,Digital Wallet,Completed,Standard,NONE
O002482,C00778,2025-11-18,Website,Cash on Delivery,Completed,Standard,WELCOME10
O002483,C06422,2025-06-15,Marketplace,Cash on Delivery,Completed,Standard,FLASH20
O002484,C03202,2024-09-24,Website,Digital Wallet,Completed,Standard,NONE
O002485,C03413,2025-06-30,Website,Digital Wallet,Completed,Standard,NONE
O002486,C01618,2025-09-11,Website,Card,Completed,Standard,NONE
O002487,C02510,2024-12-28,Website,Cash on Delivery,Completed,Standard,FLASH20
O002488,C05742,2025-03-05,Mobile App,Card,Completed,Same Day,SAVE15
O002489,C03527,2024-04-17,Website,Digital Wallet,Completed,Express,FLASH20
O002490,C00617,2025-11-15,Website,Digital Wallet,Completed,Express,NONE
O002491,C05799,2025-02-20,Mobile App,Cash on Delivery,Completed,Express,NONE
O002492,C01646,2025-12-31,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002493,C05006,2025-08-07,Website,Cash on Delivery,Completed,Standard,NONE
O002494,C03478,2025-12-06,Mobile App,Card,Cancelled,Express,SAVE15
O002495,C01869,2024-10-01,Website,Digital Wallet,Completed,Standard,SAVE15
O002496,C01971,2025-07-16,Website,Digital Wallet,Returned,Express,SAVE15
O002497,C03988,2024-07-28,Website,Card,Completed,Express,FREESHIP
O002498,C03644,2024-12-25,Marketplace,Card,Completed,Express,SAVE15
O002499,C04036,2025-10-02,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O002500,C01128,2025-03-17,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002501,C01059,2025-05-24,Marketplace,Bank Transfer,Returned,Standard,NONE
O002502,C04438,2025-02-04,Marketplace,Digital Wallet,Completed,Standard,NONE
O002503,C05976,2025-11-22,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O002504,C06460,2025-01-21,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002505,C04878,2025-10-06,Marketplace,Digital Wallet,Completed,Standard,NONE
O002506,C03754,2025-08-05,Mobile App,Cash on Delivery,Completed,Express,NONE
O002507,C05672,2025-07-10,Mobile App,Card,Completed,Standard,NONE
O002508,C01160,2024-12-02,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002509,C00291,2025-06-08,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O002510,C05678,2024-01-27,Marketplace,Cash on Delivery,Completed,Express,NONE
O002511,C04574,2024-12-19,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002512,C01308,2025-09-25,Marketplace,Bank Transfer,Cancelled,Express,FLASH20
O002513,C00842,2024-11-10,Mobile App,Bank Transfer,Completed,Standard,NONE
O002514,C04714,2024-09-21,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O002515,C00808,2024-04-19,Mobile App,Digital Wallet,Completed,Standard,NONE
O002516,C03589,2025-11-05,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O002517,C00041,2025-12-21,Website,Digital Wallet,Cancelled,Express,NONE
O002518,C00385,2025-09-09,Website,Cash on Delivery,Completed,Standard,NONE
O002519,C01530,2024-12-22,Marketplace,Card,Completed,Standard,NONE
O002520,C00472,2025-10-03,Mobile App,Card,Completed,Express,NONE
O002521,C02867,2025-08-17,Website,Cash on Delivery,Completed,Standard,FLASH20
O002522,C03971,2024-05-24,Mobile App,Digital Wallet,Completed,Standard,NONE
O002523,C03664,2024-06-18,Website,Digital Wallet,Completed,Express,SAVE15
O002524,C04994,2024-11-29,Mobile App,Digital Wallet,Cancelled,Express,NONE
O002525,C04683,2024-05-05,Website,Card,Completed,Standard,WELCOME10
O002526,C06288,2025-11-12,Website,Card,Completed,Same Day,WELCOME10
O002527,C05151,2025-03-27,Website,Digital Wallet,Completed,Standard,NONE
O002528,C00827,2025-12-09,Website,Card,Completed,Standard,SAVE15
O002529,C02550,2025-06-04,Website,Cash on Delivery,Completed,Standard,NONE
O002530,C00073,2024-11-12,Website,Digital Wallet,Completed,Standard,FREESHIP
O002531,C02592,2024-03-31,Mobile App,Bank Transfer,Completed,Express,NONE
O002532,C04692,2024-06-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002533,C02300,2024-06-03,Website,Cash on Delivery,Completed,Standard,NONE
O002534,C04396,2024-01-04,Website,Digital Wallet,Completed,Express,FLASH20
O002535,C06418,2024-10-11,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O002536,C01491,2025-11-08,Mobile App,Bank Transfer,Completed,Standard,WELCOME10
O002537,C02105,2025-01-13,Website,Cash on Delivery,Completed,Standard,NONE
O002538,C05246,2025-07-29,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002539,C03833,2024-02-12,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002540,C05529,2024-11-16,Mobile App,Bank Transfer,Completed,Standard,NONE
O002541,C03352,2025-12-04,Website,Card,Completed,Standard,NONE
O002542,C01476,2024-12-10,Mobile App,Cash on Delivery,Completed,Express,NONE
O002543,C01399,2025-04-29,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O002544,C00847,2024-05-28,Website,Card,Completed,Standard,NONE
O002545,C04689,2024-03-19,Mobile App,Card,Completed,Standard,NONE
O002546,C04276,2024-01-01,Website,Cash on Delivery,Completed,Standard,FLASH20
O002547,C00410,2024-08-05,Website,Cash on Delivery,Completed,Standard,NONE
O002548,C04914,2024-06-03,Mobile App,Cash on Delivery,Completed,Express,NONE
O002549,C01877,2024-08-21,Mobile App,Card,Completed,Standard,SAVE15
O002550,C03974,2025-02-02,Marketplace,Card,Completed,Standard,FREESHIP
O002551,C02282,2025-04-29,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002552,C00335,2025-12-26,Marketplace,Bank Transfer,Completed,Same Day,FREESHIP
O002553,C06498,2024-07-17,Mobile App,Bank Transfer,Completed,Express,NONE
O002554,C04899,2025-05-15,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002555,C04544,2025-04-17,Mobile App,Card,Completed,Standard,WELCOME10
O002556,C03720,2025-05-01,Website,Cash on Delivery,Completed,Standard,NONE
O002557,C04967,2024-09-04,Website,Card,Completed,Express,SAVE15
O002558,C01489,2025-12-06,Marketplace,Card,Completed,Express,FREESHIP
O002559,C05938,2024-11-07,Website,Bank Transfer,Completed,Standard,SAVE15
O002560,C00212,2025-07-18,Marketplace,Card,Completed,Standard,SAVE15
O002561,C05519,2024-08-25,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002562,C04666,2025-12-10,Marketplace,Card,Completed,Standard,WELCOME10
O002563,C05895,2025-06-16,Marketplace,Card,Completed,Standard,NONE
O002564,C06310,2025-02-15,Mobile App,Card,Cancelled,Standard,NONE
O002565,C05637,2024-12-10,Website,Cash on Delivery,Completed,Standard,NONE
O002566,C03619,2024-05-07,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O002567,C01702,2025-08-01,Mobile App,Bank Transfer,Completed,Standard,NONE
O002568,C03093,2025-02-19,Website,Card,Completed,Standard,NONE
O002569,C05637,2025-03-21,Website,Card,Cancelled,Standard,WELCOME10
O002570,C04348,2024-07-13,Website,Digital Wallet,Completed,Standard,SAVE15
O002571,C00027,2025-03-21,Mobile App,Card,Completed,Express,WELCOME10
O002572,C05017,2025-12-20,Website,Cash on Delivery,Completed,Standard,NONE
O002573,C00884,2025-02-25,Mobile App,Bank Transfer,Cancelled,Express,NONE
O002574,C05506,2024-10-07,Website,Digital Wallet,Completed,Express,NONE
O002575,C05660,2025-07-30,Website,Card,Completed,Standard,WELCOME10
O002576,C02096,2024-09-16,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002577,C01801,2025-08-01,Mobile App,Card,Completed,Standard,NONE
O002578,C04345,2024-04-06,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002579,C04216,2024-03-10,Website,Cash on Delivery,Completed,Standard,NONE
O002580,C02601,2024-05-13,Website,Digital Wallet,Completed,Express,SAVE15
O002581,C04625,2024-11-06,Marketplace,Digital Wallet,Completed,Express,FLASH20
O002582,C04442,2025-12-04,Website,Cash on Delivery,Completed,Standard,FLASH20
O002583,C01998,2025-09-19,Website,Cash on Delivery,Completed,Same Day,SAVE15
O002584,C00058,2024-01-14,Website,Cash on Delivery,Returned,Express,NONE
O002585,C04440,2025-03-21,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002586,C03680,2024-11-19,Mobile App,Card,Completed,Same Day,NONE
O002587,C03984,2024-01-21,Website,Card,Completed,Standard,FLASH20
O002588,C00553,2024-01-08,Website,Digital Wallet,Completed,Express,FREESHIP
O002589,C05459,2024-03-09,Mobile App,Digital Wallet,Completed,Standard,NONE
O002590,C01517,2024-02-14,Website,Cash on Delivery,Completed,Standard,SAVE15
O002591,C05712,2024-12-12,Website,Card,Completed,Standard,WELCOME10
O002592,C04170,2025-11-01,Website,Digital Wallet,Completed,Standard,NONE
O002593,C02447,2024-03-22,Marketplace,Card,Completed,Express,NONE
O002594,C06110,2024-04-15,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O002595,C05981,2025-04-05,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002596,C06166,2024-01-15,Website,Cash on Delivery,Completed,Same Day,NONE
O002597,C02746,2024-06-20,Mobile App,Card,Completed,Standard,NONE
O002598,C02021,2024-08-05,Website,Bank Transfer,Completed,Standard,SAVE15
O002599,C05665,2024-08-11,Website,Card,Cancelled ,Express,NONE
O002600,C03636,2024-02-01,Website,Digital Wallet,Completed,Express,FREESHIP
O002601,C00307,2024-06-13,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O002602,C05154,2025-07-29,Website,Digital Wallet,Completed,Standard,FREESHIP
O002603,C00141,2025-05-16,Website,Card,Completed,Express,SAVE15
O002604,C00694,2024-12-04,Marketplace,Bank Transfer,Completed,Standard,WELCOME10
O002605,C02442,2024-05-23,Website,Cash on Delivery,Completed,Standard,NONE
O002606,C01883,2024-01-10,Mobile App,Cash on Delivery,Cancelled,Express,FLASH20
O002607,C02540,2024-12-08,Mobile App,Card,Completed,Express,FLASH20
O002608,C03041,2024-05-10,Marketplace,Card,Completed,Standard,NONE
O002609,C02300,2024-05-08,Website,Card,Completed,Standard,WELCOME10
O002610,C01255,2025-10-27,Website,Cash on Delivery,Completed,Standard,FLASH20
O002611,C06121,2025-01-16,Website,Cash on Delivery,Completed,Standard,NONE
O002612,C00874,2025-12-02,Marketplace,Card,Returned,Standard,NONE
O002613,C02055,2024-03-02,Website,Card,Completed,Standard,NONE
O002614,C00450,2024-01-12,Marketplace,Cash on Delivery,Completed,Standard,WELCOME10
O002615,C04380,2024-10-12,Mobile App,Card,Completed,Express,NONE
O002616,C01106,2024-08-10,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O002617,C00896,2024-12-22,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002618,C02487,2024-02-15,Website,Card,Completed,Same Day,NONE
O002619,C06063,2025-06-13,Mobile App,Card,Completed,Express,FLASH20
O002620,C05907,2024-06-07,Website,Cash on Delivery,Completed,Standard,NONE
O002621,C00029,2025-07-25,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002622,C06298,2024-06-17,Mobile App,Card,Completed,Standard,FLASH20
O002623,C01106,2025-09-11,Marketplace,Cash on Delivery,Completed,Express,SAVE15
O002624,C01017,2025-12-20,Mobile App,Card,Completed,Express,NONE
O002625,C04663,2024-04-30,Mobile App,Card,Completed,Same Day,WELCOME10
O002626,C05374,2024-06-14,Mobile App,Card,Completed,Standard,NONE
O002627,C01633,2025-12-03,Website,Digital Wallet,Completed,Standard,NONE
O002628,C05848,2025-06-27,Website,Bank Transfer,Completed,Standard,FREESHIP
O002629,C00823,2025-03-06,Marketplace,Card,Completed,Express,FREESHIP
O002630,C06490,2025-08-24,Mobile App,Card,Completed,Standard,WELCOME10
O002631,C04601,2025-08-13,Website,Digital Wallet,Completed,Standard,NONE
O002632,C06021,2024-09-15,Website,Cash on Delivery,Completed,Standard,NONE
O002633,C01803,2024-05-04,Marketplace,Card,Completed,Standard,SAVE15
O002634,C03680,2024-09-25,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002635,C01664,2024-05-09,Website,Card,Completed,Standard,NONE
O002636,C01830,2025-01-02,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002637,C04202,2025-02-21,Marketplace,Cash on Delivery,Cancelled,Express,NONE
O002638,C04922,2025-09-26,Marketplace,Card,Cancelled,Standard,SAVE15
O002639,C03935,2024-11-29,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002640,C01567,2025-10-15,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002641,C04364,2024-04-05,Marketplace,Card,Completed,Standard,NONE
O002642,C03004,2025-01-11,Mobile App,Digital Wallet,Completed,Standard,NONE
O002643,C05374,2025-10-21,Website,Card,Completed,Standard,NONE
O002644,C01361,2025-09-14,Mobile App,Digital Wallet,Completed,Standard,NONE
O002645,C03561,2024-10-31,Marketplace,Cash on Delivery,Completed,Express,FLASH20
O002646,C04872,2024-05-16,Website,Cash on Delivery,Completed,Standard,SAVE15
O002647,C01213,2025-04-28,Marketplace,Cash on Delivery,Completed,Standard,NONE
O002648,C03037,2024-09-05,Website,Cash on Delivery,Completed,Standard,NONE
O002649,C05909,2024-01-05,Website,Cash on Delivery,Completed,Standard,SAVE15
O002650,C00832,2025-04-17,Mobile App,Digital Wallet,Completed,Express,FLASH20
O002651,C00201,2024-10-03,Website,Card,Completed,Express,WELCOME10
O002652,C06210,2025-09-18,Website,Cash on Delivery,Completed,Standard,FLASH20
O002653,C05457,2025-03-18,Mobile App,Digital Wallet,Completed,Standard,NONE
O002654,C05546,2025-12-25,Website,Cash on Delivery,Completed,Same Day,NONE
O002655,C02819,2024-02-06,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O002656,C01199,2024-03-01,Marketplace,Digital Wallet,Completed,Standard,FLASH20
O002657,C03551,2025-04-17,Website,Digital Wallet,Completed,Standard,FREESHIP
O002658,C04904,2024-01-14,Website,Cash on Delivery,Completed,Standard,WELCOME10
O002659,C03218,2025-03-10,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O002660,C05665,2024-06-29,Website,Cash on Delivery,Completed,Standard,NONE
O002661,C00133,2024-05-15,Website,Cash on Delivery,Cancelled,Standard,FREESHIP
O002662,C06487,2025-03-26,Marketplace,Digital Wallet,Completed,Standard,NONE
O002663,C05803,2025-08-16,Website,Cash on Delivery,Completed,Same Day,WELCOME10
O002664,C06473,2024-12-26,Mobile App,Card,Completed,Standard,SAVE15
O002665,C03349,2025-10-05,Website,Digital Wallet,Completed,Express,WELCOME10
O002666,C03325,2024-12-24,Marketplace,Card,Completed,Express,FLASH20
O002667,C00483,2025-02-11,Website,Digital Wallet,Cancelled,Standard,NONE
O002668,C02234,2024-11-10,Marketplace,Card,Completed,Standard,NONE
O002669,C02330,2024-03-25,Website,Digital Wallet,Completed,Standard,NONE
O002670,C02182,2024-03-04,Website,Cash on Delivery,Completed,Standard,NONE
O002671,C03867,2024-11-14,Website,Digital Wallet,Completed,Standard,NONE
O002672,C05466,2024-11-28,Website,Card,Returned,Standard,NONE
O002673,C01898,2025-01-05,Marketplace,Bank Transfer,Completed,Standard,NONE
O002674,C03522,2024-11-28,Website,Cash on Delivery,Cancelled,Express,SAVE15
O002675,C03932,2025-04-24,Marketplace,Card,Completed,Express,NONE
O002676,C05457,2024-11-08,Mobile App,Digital Wallet,Completed,Express,NONE
O002677,C05855,2024-06-05,Website,Cash on Delivery,Returned,Standard,NONE
O002678,C05703,2025-06-04,Marketplace,Cash on Delivery,Completed,Standard,SAVE15
O002679,C05855,2025-11-30,Website,Digital Wallet,Completed,Express,NONE
O002680,C05776,2025-04-10,Marketplace,Digital Wallet,Completed,Express,NONE
O002681,C02105,2025-04-10,Website,Digital Wallet,Completed,Standard,SAVE15
O002682,C02758,2025-04-07,Website,Digital Wallet,Completed,Standard,NONE
O002683,C01453,2024-01-16,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O002684,C03894,2025-07-28,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O002685,C02872,2024-10-11,Marketplace,Cash on Delivery,Completed,Express,NONE
O002686,C02235,2025-06-03,Website,Digital Wallet,Completed,Standard,NONE
O002687,C01929,2024-11-07,Website,Digital Wallet,Completed,Standard,FREESHIP
O002688,C03133,2025-04-17,Marketplace,Card,Completed,Same Day,NONE
O002689,C03544,2025-06-21,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002690,C01182,2024-12-13,Mobile App,Card,Completed,Standard,NONE
O002691,C01696,2024-06-17,Website,Digital Wallet,Completed,Standard,NONE
O002692,C04786,2025-05-27,Website,Cash on Delivery,Completed,Standard,SAVE15
O002693,C04288,2024-05-02,Website,Cash on Delivery,Completed,Standard,NONE
O002694,C00828,2024-12-09,Mobile App,Digital Wallet,Completed,Same Day,SAVE15
O002695,C00225,2025-10-21,Website,Bank Transfer,Completed,Express,SAVE15
O002696,C02854,2024-11-12,Website,Cash on Delivery,Completed,Standard,NONE
O002697,C01635,2024-09-27,Website,Cash on Delivery,Completed,Standard,FLASH20
O002698,C01636,2025-10-04,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O002699,C04100,2024-01-11,Website,Card,Completed,Standard,WELCOME10
O002700,C04132,2025-10-07,Mobile App,Card,Completed,Standard,NONE
O002701,C02756,2024-10-23,Mobile App,Card,Completed,Same Day,SAVE15
O002702,C00094,2024-09-26,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002703,C01159,2024-09-24,Website,Cash on Delivery,Completed,Standard,FLASH20
O002704,C04604,2025-12-28,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002705,C01316,2025-04-01,Mobile App,Digital Wallet,Completed,Standard,NONE
O002706,C02670,2024-04-11,Website,Cash on Delivery,Completed,Standard,NONE
O002707,C02586,2025-07-20,Mobile App,Bank Transfer,Completed,Same Day,FREESHIP
O002708,C01779,2024-12-21,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O002709,C00769,2025-07-02,Website,Card,Completed,Standard,SAVE15
O002710,C04594,2024-05-16,Website,Card,Completed,Standard,NONE
O002711,C01117,2024-07-06,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002712,C03654,2025-06-15,Website,Digital Wallet,Completed,Standard,NONE
O002713,C06442,2024-03-30,Website,Cash on Delivery,Completed,Standard,NONE
O002714,C04745,2025-06-23,Marketplace,Digital Wallet,Completed,Express,WELCOME10
O002715,C01190,2024-09-10,Website,Card,Completed,Standard,SAVE15
O002716,C03249,2024-04-12,Mobile App,Cash on Delivery,Completed,Standard,NONE
O002717,C03975,2024-02-17,Mobile App,Card,Completed,Express,FREESHIP
O002718,C05689,2025-03-03,Marketplace,Card,Completed,Standard,FLASH20
O002719,C00564,2025-05-16,Mobile App,Card,Returned,Standard,NONE
O002720,C06477,2025-12-14,Website,Digital Wallet,Completed,Express,FLASH20
O002721,C05121,2025-04-08,Website,Digital Wallet,Completed,Standard,NONE
O002722,C06290,2024-02-25,Marketplace,Bank Transfer,Completed,Standard,NONE
O002723,C00212,2025-08-02,Mobile App,Digital Wallet,Completed,Standard,NONE
O002724,C02058,2024-04-12,Mobile App,Cash on Delivery,Completed,Express,NONE
O002725,C02287,2024-06-08,Website,Digital Wallet,Completed,Standard,NONE
O002726,C05672,2025-01-07,Marketplace,Cash on Delivery,Completed,Express,NONE
O002727,C06471,2025-05-24,Marketplace,Digital Wallet,Completed,Standard,FLASH20
O002728,C04559,2024-11-18,Marketplace,Cash on Delivery,Completed,Same Day,NONE
O002729,C00794,2024-02-24,Website,Cash on Delivery,Completed,Standard,NONE
O002730,C02692,2024-11-12,Website,Card,Cancelled,Express,SAVE15
O002731,C03253,2025-06-26,Website,Cash on Delivery,Completed,Standard,FREESHIP
O002732,C05946,2024-11-25,Website,Digital Wallet,Completed,Standard,FREESHIP
O002733,C00282,2025-03-03,Mobile App,Bank Transfer,Completed,Standard,NONE
O002734,C00826,2025-12-14,Marketplace,Card,Completed,Standard,NONE
O002735,C04082,2025-11-02,Website,Bank Transfer,Returned,Standard,FLASH20
